0,1,2,3,4,5
AC025423.1,PNPLA1,RNF111,RN7SL832P,C6orf226,HRH2
AC010173.1,PTGIS,INPP1,KLF11,SLC25A19,USP3-AS1
ADGRL3,GPT,RB1,HIST2H2AA4,MTERF3,AC007406.5
AC133919.1,ZNF84-DT,PIP4K2A,IL1R2,PPP2R3C,TFAP2A-AS1
AL136162.1,AP000640.2,ARHGEF18,RCL1,LRRC28,KIRREL3
TMEM88,AC011815.2,TMEM161A,ATP1A3,HSPA12A,AC007785.3
AC012360.2,AC021491.4,TTF1,SAP25,IFT52,IDH3A
AL450306.1,MDS2,ATG4D,GPR82,CDCA7L,ELOVL7
SMC1B,DIRC3,STK38,ADCY9,MLLT6,PLEKHM3
PCDH7,TM6SF1,SMAD1,FAM117A,PSEN2,AL662844.4
LINC02361,AL050343.3,KLHDC10,AC105339.6,LRRC42,AL132780.2
YBX2,IL1B,SPECC1,LINC01146,E2F3,AL121839.2
AC004540.2,LGI4,GABPB1-IT1,FAM111A-DT,SNAPC3,NCKAP5-AS2
ITPK1-AS1,LINC02024,FUOM,LINC02453,NDUFB10,S100A9
CC2D2B,AC015712.7,NAAA,NCKAP5-AS2,PITPNM1,DOK3
SLC26A1,LINC02840,SLF2,GPR160,AP5M1,RUNX2
AC091180.3,AC012557.2,MAPK12,RIPPLY3,MAP3K21,AC006504.1
AC211486.5,AC073140.2,PHF10,ADPRH,METTL21A,NHSL1
EHBP1L1,AL157400.4,CASC15,PHKG1,NEU1,FAM133A
ARHGAP4,AC019131.2,WDR89,PCMTD2,PPP6C,TRIM46
AL020996.1,AC079848.1,NIN,CETN2,HOXA10,ATG16L2
AL354892.3,TLL2,ASXL2,TMEFF1,JOSD1,LINC00894
ANKRD31,CALB1,ZADH2,HOXC4,POLG2,PRKDC
AC092802.1,GPD1,UBR7,ARHGAP45,MYO9B,LRRC28
TLR4,AL035446.1,RGS9,CYB561D1,SHOC2,BRSK1
USP9Y,MUC2,SCRIB,TTC8,OXSM,AC023509.3
CBR3-AS1,AC136944.1,DENND5B,AKAP6,PSMB9,WDR66
CFAP157,AC106037.2,AGAP3,ZNF304,HMGN1,AL133243.2
CASC1,LINC00634,TARSL2,ZNF140,ZMAT5,FEM1B
SATL1,AL121761.1,TLCD3A,TP53TG3D,SMARCD3,LIPE
ZNF572,AC124798.3,RWDD2B,ALMS1-IT1,DPYSL3,GCH1
LINC02600,AC092068.2,CFAP300,AC096733.2,PRKACA,AC010632.2
SMC5-AS1,SLC24A5,RHOV,HIST1H4A,HSCB,NR2E3
AC005037.1,AC010536.3,MON1B,FAM149A,FARP1,SWT1
AC005697.2,GRID1,TP53BP2,PTPRB,AJUBA,CDH17
S100A5,AC024270.5,ATP6AP1,ZNF28,PPIL3,FAM83A
AC069234.2,AC132872.3,C11orf68,CCDC65,GTF2A1,SMN2
AC092153.1,DLX3,AMOTL2,HOXA9,OTUD4,KMT5A
ANKRD34A,AC004083.1,TMEM192,AC004130.2,ZNF780A,RPE
SCEL,AC087280.2,BIN3,FZD4,SIRT1,RBM4
AC026367.3,AC020911.1,SLC2A8,AC099778.1,RNF139,WDR6
LRRC8E,AP000695.1,C15orf39,AC107068.1,ODF2L,WDR3
ZBTB9,NFATC4,SPRYD3,AGAP4,OPTN,CLEC11A
AL359921.1,MIOX,IRF1,AC046143.1,KNSTRN,AP002478.1
DOCK3,TMEM232,TRAF3,HIST1H3I,TNKS1BP1,OSBPL6
AC246785.3,AC021752.1,NREP,AC026124.2,NPAS2,ATP8B3
AP002840.2,PIK3C2G,RALGPS2,NBPF19,RPIA,ASPHD2
ATP6V0A4,ANKDD1B,PARP4,AC079949.1,RAD17,ZBTB22
AL596244.1,AC016252.1,TMEM214,ZNF396,PATL1,ERAP2
MINAR1,C5AR2,N6AMT1,KLHL3,STK11,SERPINB7
AC011471.2,AC010643.1,SNX10,C8G,UTP15,FAM110B
LINC00167,LINC00330,FAM234A,IL1R1,PLS1,ZNF611
CDC42-AS1,AC097065.2,SYVN1,CACHD1,MAGI3,XAGE1B
AC109446.3,AC012673.1,NXPE3,AC025423.1,RAB4B,AC036176.1
AL136304.1,CRB2,COX6A1,USP3-AS1,ZNF260,CDK3
KCNK7,LINC02128,GPALPP1,AC098820.1,NUDT16,SLC16A13
AC135048.3,ANKRD20A1,NUP188,AC087239.1,DCLRE1C,PROSER2
FIGNL2,LINC01018,BHLHE40,ANO8,THUMPD2,ATP6V0C
AC104389.5,AC010536.1,TRUB1,PLCB1,MRPL41,GALNT4
AC015909.2,AL354956.1,PKN2,RBM15-AS1,KIF20A,PTCD1
AL137779.1,AC090971.1,C17orf97,HAND2,PUS7,MAP6D1
DEPP1,AL590133.1,SELENOO,AC004466.1,ZSCAN16-AS1,CYP4F11
AC025165.5,AL358933.1,EVA1B,AC087289.5,SGK1,KDM7A
PICART1,AL117329.1,ANKRD52,KANSL1L,GHDC,RASGEF1A
AC016550.3,Z73429.1,TATDN2,AC010864.1,SLC46A1,DNAH10OS
CHST2,FCER1G,YIPF2,AC016575.1,TMEM250,KREMEN1
AC010680.3,FSCN2,DYM,AC138028.1,SOS1,HPDL
NPHS1,ST3GAL5-AS1,ZBED5,HIST1H3A,TEDC2,FCRLB
WDR93,AL078581.2,PSME4,SHC2,VANGL1,CAMK2N2
AC087893.2,SPINK1,NSD2,TMEM225B,DRAM1,AC105206.1
COL9A2,AC009228.1,LMO7,AC012306.3,PLEKHH3,STOX1
DOCK8-AS1,AC093849.2,SCAMP1,AC121757.2,DIAPH2,AC144652.1
LINC01952,LINC01771,TTI1,AC073370.1,BTBD2,AC132192.1
TSSK3,AL031283.1,HIST1H1B,LINC01252,WASHC5,NUDT13
AC100830.3,AC004232.1,VPS26C,PRSS12,ZFAND2A,GATD3B
ZNF382,AC006946.3,TFCP2,AL513548.1,NCOA1,DNAJC30
TGM1,CYP27A1,BCL2L13,DDR2,MYRF,GOLM1
ITCH-AS1,AC025175.1,STX7,TBILA,HMG20A,CDR2L
AC027601.4,LINC01356,GNG4,AL021392.1,WIZ,CORO1A
Z84468.2,HGFAC,PLSCR3,CMBL,MITD1,A1BG-AS1
AC089983.2,AC012173.1,RBMS2,MYH11,S100P,LINC02331
AC092535.2,FAM160A1,TMEM30A,DGKZ,CASD1,SLC37A1
AC092418.2,KCNG3,ODR4,MTMR8,PAXBP1,HOXA1
CFAP45,NARF-IT1,TMEM68,AL513217.1,TKFC,RORA
BRSK1,WASIR1,STAMBPL1,GATM,CHST11,C2orf81
CCDC62,SOX8,KLHL7,AL355881.1,DCAF11,GRK4
TPTE,FRMPD1,KANSL1-AS1,MFAP5,SYNGR1,EFNA2
AC104211.1,AL589843.1,ZMYND8,AC140912.1,CCDC97,AC009060.1
AL139407.1,ASH1L-IT1,IL11,NGEF,AC005670.3,CCDC28A
AC005696.1,KIRREL2,UBTD1,DSCAML1,OSTM1,NHS
GTF3C2-AS1,DHCR24-DT,AL627171.2,AC097460.1,FZD3,PLEKHG3
Z82244.2,AC004948.1,GPATCH2,LINC01635,TRMT5,KSR1
ZNF329,PRSS22,PGS1,GOLGA8Q,CHAC2,NEK6
KLK1,AC022387.2,ANTXR1,EGF,FBXL6,KCTD13
AC138470.2,AC011092.2,FOXK1,AC104109.2,SCAP,SIX5
AL589787.1,AL355297.3,DCAF5,IL21R-AS1,EFL1,ZNF75A
AC087273.2,LCT,ARFGAP2,AL139274.2,TRIM7,MIPEP
AP001363.2,C1QTNF4,SLC7A7,PCDHA11,DROSHA,AL121603.2
PLIN1,ASB16,TCF4,AC006111.2,APLP1,ZNF782
AL158211.3,KREMEN2,JARID2,ALKAL1,SIRT2,AC080013.1
AC010809.1,GPR63,TCP11L1,NKX6-1,AL627171.2,SLC25A30
LHFPL3-AS2,GPR35,AP1S3,EYS,BDH2,AC009506.1
RAD9B,Z97832.2,BOLA2B,MST1,C1orf56,SPATA18
GOLGA8S,AC093525.6,DCP2,LINC02078,RAD18,KLHL35
AC084824.3,AC015871.4,NFKBIL1,LINC01619,GPR107,SRPX2
RPS6KL1,OTX1,AKTIP,RNF146,TMEM94,C3orf67
HAO2,CASC2,WDR20,AL627422.2,TSPAN17,LHFPL6
AC012360.1,SATB2-AS1,CAMK2G,AC109597.2,MNT,SLC66A3
Z82195.3,LINC01447,TRIP4,SRGAP3,TTL,LINC01184
AC084262.2,RET,GTF2H4,AL353719.1,PHC3,ZC3HC1
AC012443.2,AC005052.2,FOXD1,SYT16,MAP3K2,AGFG1
RASGEF1C,Z82244.2,MIIP,EPHA10,DDX19A,TMEM243
LINC02328,AC008438.1,CARD8,ZBTB8B,GOLGA1,RNF141
SCUBE2,AC010524.1,DPYSL3,LRRC37A,UBP1,KLHL26
AL031432.5,AL157786.1,KLHL42,AL137127.1,SLC25A23,STX18-AS1
AL583722.1,AC015909.2,RARA,AL359697.1,ATG13,CRY2
FSCN3,AL355338.1,THAP3,DMGDH,KLF2,FGFBP1
IL22RA2,WDR86,MYL9,CHRNB1,WRN,RAB39B
AC087491.1,DHX58,ATF6,HEY1,B2M,TMED2-DT
AC016590.3,IRF8,NPHP1,ZCCHC14,RGP1,IFIT3
NR3C2,SUSD3,MYO10,ZNF845,OLMALINC,CCDC183
AC068989.1,AC027601.4,OPA3,ZW10,CHSY1,TTC12
AC136944.2,AC005696.1,PDE6D,CFAP53,TK2,AL138762.1
AC107081.2,CELF5,HNRNPA1P48,PLEKHM3,SLC6A6,ADAMTS7
LYPD6,CCDC62,PDE12,NUP62,PACS2,ZFYVE28
AC005034.6,AC010680.3,MYO5A,BRAP,STEAP2,ZKSCAN4
LINC00942,AC093510.1,DDX28,AC106037.2,CAMK2D,FMN2
ECT2L,AC012676.3,DIAPH1,B4GALNT2,SNX12,LINC00862
HCP5,GDF9,TMEM186,OR4M2,AC005261.1,AC016027.2
WEE2-AS1,DOCK8-AS1,RNF139,LINC00330,FBRSL1,LRRC37A2
AC010501.2,AC253536.6,TMED8,AC009228.1,ORC5,LRATD2
AC092053.2,AC002519.1,FAM86C1,LAMA1,ZNF592,MAPT
BCL2L14,AC106028.4,FAM172A,ZNF785,EMC1,AC009054.2
AC116049.2,ITCH-AS1,POLR3C,AC016737.1,XPR1,UMAD1
AL355816.2,LINC00887,TLN1,TLL2,ITGB1-DT,TSC22D3
PIWIL4,GOLGA8N,PPM1A,LINC02024,TCP11L1,SERINC5
AC009812.3,AC087893.2,POLR3F,AC011815.2,TSC22D4,TCF20
AC104695.2,PTPRD,DIPK1B,CCDC8,BCL7A,FOXN3
Z85996.3,ATAD3C,MYD88,AC019080.5,AKAP17A,NSMF
TNFRSF1B,AC025176.1,ZNF618,AC009242.1,THADA,ZFAND1
AL049775.1,AC091729.3,AACS,LINC02363,DOLK,AC135050.6
IRAK3,AP000487.1,SLC7A6OS,AL109936.6,SAP30L,CYP26B1
ABCA10,WDR93,TM4SF4,GPD1,CBX8,FRMD5
AC138305.1,FLNB-AS1,NUDCD3,LINC01554,CNOT8,AC008969.1
AC105052.4,LRRC36,RAD51D,ADHFE1,FRYL,ADORA1
SLC7A8,CDH9,AFDN,AL109917.1,HECTD4,LINC01547
STRIT1,LINC01122,LBR,AL117329.1,CD276,ELOVL4
AC126614.1,NTN1,MED13,AC002074.1,TBCC,GBP1
PCAT1,AC025165.5,DOLK,AC068305.2,AL162411.1,AL133215.2
AC004923.4,AC012313.7,TM4SF20,HSD17B13,MTG2,JAM3
AC044802.1,AC104389.5,ELP4,KLKB1,INPPL1,MIR194-2HG
KCNJ15,CATSPERE,GATD3B,CLEC4E,NOA1,SERPINA6
ST14,AC073548.2,CAB39,AC106886.3,PCCA-DT,SRSF12
ANKRD40CL,AC103760.1,ZNF143,TUBB1,RP9,ZNF558
AL355075.1,KCNK7,PMS2,AQP4-AS1,ITCH,P2RY11
AL353803.4,PPP1R1A,TRIM26,APCDD1L-DT,GXYLT1,HMGA1P4
KIAA1257,PARP10,BCAT1,LINC02128,PEX6,FBXO10
AC010327.8,AK8,SGCE,AC015712.7,TBC1D23,SOBP
AC104463.2,AC027020.2,DDX46,AC044839.1,FAM20C,ASB16-AS1
CLPSL1,AC010327.7,CTSF,DLX3,PPP1R8,HINT3
ERICH4,TMEM135,PNPLA8,GRID1,ECD,DENR
AC004943.1,AC017083.2,MPV17L2,AC092718.6,VAMP7,BCO2
AC105105.3,AC023590.1,COX10,AL590133.1,WSB2,CCDC69
ALPL,FAM111A-DT,SIRT6,AC087468.2,RAB3GAP2,QPCTL
AC127002.2,CSNK2A3,FBRSL1,AC004083.1,XPNPEP1,ARHGAP22
P3H2-AS1,AC091271.1,KIAA0586,FP326651.1,CEP152,AC005726.5
TNFRSF10C,ZDHHC11B,TXNL4B,AL445423.1,AC009107.2,LZTS3
AP003168.2,AC104964.3,TNKS2,AL022328.1,LINC02582,AKNA
AC103810.5,TAF1L,ANKS6,TSGA13,VEGFA,ZNF416
AC243965.2,AC010148.1,TMEM19,AP000695.1,ABHD11,LINC01220
AC011443.1,TJP2,WDR26,C5AR2,MECR,C3orf33
NLRP12,AL033527.4,EDC4,AC097639.1,CTSH,MTHFD1L
TAS2R10,AC068987.1,LRRC49,C1QTNF4,RABL3,PLOD3
HUNK,AC098617.1,TWSG1,TRG-AS1,TTC5,OXSR1
AF129075.1,DNAAF1,CCDC102A,TINAGL1,ACAD9,CCSAP
EFNB3,ROCR,TBC1D23,LPO,RC3H2,NAA60
AL360219.1,AC068870.2,MEIS3,LINC02721,ANGEL2,GEM
AC004882.3,SLC15A2,SLC25A32,ALKBH3-AS1,CMTR2,TM4SF5
AP005205.2,LCN12,CIAO3,PCDHB11,SELENOI,TBX2
CDHR2,AANAT,GCDH,SNED1,DSE,LRIG1
AC093904.3,HCG9,CSNK1G1,LINC01356,MTMR9,PPIP5K1
GHRHR,AL136040.1,LMBR1,AC048382.5,TMEM161B-AS1,AC073195.1
EMX1,AC008735.1,LRP11,DENND5B-AS1,SOCS4,AP002851.1
AC012636.1,SRRM2-AS1,CTDSP1,AC006946.3,NUS1,LINC01152
SULT1B1,PPP1R1C,TTF2,INHBA,IRF2BP1,NGEF
ACKR2,ACOT2,GFM2,MX2,PPP1R9B,FAM72C
TMOD4,SMIM11A,THAP2,LINC00479,INSIG1,EPS8L1
SOX30,PLA2G4B,PFAS,AC079921.2,NRAS,PSMC4
AF131216.5,CAPS,KAT6A,AC108673.2,CLK3,NKX2-8
LINC02580,LINC00858,ATXN7L3,AL157813.1,ZBED5-AS1,AC130895.1
DOK6,PDZD4,MAP1S,AL161729.3,PKMYT1,AC087239.1
CGB2,ZNF79,PLPP1,LINC01579,POLR3E,ZNF57
AC015845.2,MID1IP1-AS1,C1orf56,AL356481.2,UBA3,HOXC5
MMP21,LINC-ROR,TNS3,FAM83E,ZMIZ1,ID4
GFY,AC007106.1,R3HDM2,AC112503.2,AC048341.1,FOXN2
LINC02817,STEAP3-AS1,SLCO1B3,AC068790.4,UBR2,ARSD
FO393414.3,AFF3,E2F3,ATP2C2-AS1,SIPA1,GAS2L1
PARAL1,AL022318.1,LARP1B,AC005609.3,ELL2,GDAP1
AC106818.2,FAM189A1,CHM,AC019131.2,SRP14,OAZ3
SEPTIN9-DT,KRT12,SPP1,AC020928.2,UTRN,ZNF223
AC072022.2,PTPRR,ASCC3,AL589843.1,UBE2E2,AC004241.3
GRM2,AL139041.1,ASMTL,AL049780.2,UBXN8,AC022506.2
AC036222.1,AC018521.7,NUP153,AC013553.4,PDE7A,UNC13D
AC118469.2,SLC6A1,PEX11B,CUX2,PKP3,TBCCD1
LINC01602,AC055764.2,SREK1,MYOSLID,AP3M2,PSPN
AC084876.1,B3GALT1,VPS33A,AL138963.1,VAMP3,AC007996.1
ZNF577,SLC17A8,GLI4,AL078459.1,PXN,ZSCAN18
AC135050.5,DKK2,CD58,KCNG3,PAK1,GBP3
LINC02323,RMST,PARG,AC132872.3,RHBDD3,AC231981.1
AL451074.5,AC008735.4,DDX51,PLSCR2,DNASE2,AGAP5
AC114550.3,AL513303.1,RAD17,DIRC3,IL32,FBXO41
FAM166A,VSTM2B,TOR1AIP1,MIOX,LMBR1,Z99127.4
AP003032.1,AC011472.3,ZNF260,AL139381.1,SAP30,ALG9
AL035427.2,AC008629.1,EFNA1,CYP27A1,MTHFD1L,ANKRD9
CCDC103,MAP3K19,PLEKHO1,PIK3C2G,LINP1,LINC01560
AP000892.3,AC073534.2,ARHGAP29,TM6SF1,ARHGAP26,AP001462.1
AC011365.1,RGPD4,RAB40B,VTCN1,SMAGP,RRAGD
TEX35,CDH26,ACAP2,AC093849.2,MUC5B,SLC7A2
AC073326.1,AL359532.1,SLC39A9,AL358933.1,RAB11FIP1,TNIP1
CDH5,CACNA1G-AS1,OXR1,AC016252.1,RRP8,RNF145
AC083836.1,AL136305.1,ZMYM1,BACH1-AS1,ALG14,CEP70
LINC01623,AC024257.4,TP53I13,AL391560.2,GADD45A,RNF187
LDHAL6B,GDPD2,PPP6R3,HIST2H3PS2,ZC3H4,HDHD5
LINC02150,MAGEB10,CTNND1,TBX20,MAN2C1,TMEM8A
AL157762.1,LINC02241,SPCS2,AC018647.3,SEMA3A,BX005266.2
AC093673.2,AC093535.1,C1QTNF6,TRHDE-AS1,UBXN2B,AL161891.1
MYO16,KRT5,MRAS,ADGRF3,ABL1,DENND6B
AL596223.1,AC011481.2,BATF3,AC005618.1,ASB9,HIST2H2BE
AL390067.1,AL365226.1,MED16,LINC02814,EED,LINC01004
AL031658.1,AC138028.4,SLC35A2,WASIR1,UROD,CFAP69
CLDN20,ZDHHC15,DTD2,NARF-IT1,AKAP8,RAB33B
LINC02103,AC130324.2,HLA-E,AL691447.2,MASTL,STAG3
PATE2,GPBAR1,AKAP8,PTGIS,GCNT2,MYOCD
DPF3,ACVR2B-AS1,RND1,AC107959.2,METTL8,JAKMIP3
AL354893.2,LINC00370,NTS,AC067817.1,NUDT3,AL353622.1
AC009549.1,SH3GL2,KTI12,PRSS22,MPI,MKLN1
AC239860.4,ZNF541,CNOT4,AC025175.1,PEX1,USP46
TMEM163,B3GNT8,PTER,AC004948.1,TSEN2,SVBP
TRAPPC3L,AC117461.1,STK3,AL512306.3,MED14,TXLNG
SLC16A12,LIN28A,MTOR,TSSK4,DSN1,MED30
IL18RAP,AL589765.4,NUP133,OR7A17,EFNA5,RABL2B
AC112484.1,AC007292.3,RND3,IL1B,MMGT1,SNAPC1
MSH4,AL645504.1,PDSS1,IGKV1OR2-108,PRMT7,CDAN1
SHROOM4,RAB40A,SGF29,AC114939.1,PRPF3,MAP3K6
AC080005.1,SLC25A2,PEX19,SEMA3G,SOX9,ZFP37
CAMTA1-IT1,EPO,PDS5B,ASB16,PRELID1,BCAS3
KPNA7,SLC30A2,BAIAP2,DNAH2,USP28,FBXO36
UBE2E1-AS1,AC109133.1,SLC39A7,AC025287.2,CCP110,DEGS2
AL451042.2,AC116158.3,JADE2,ANKRD24,GTF3C3,ADGRV1
LINC01481,MSH4,GOLGA2,AC013275.1,MORF4L2,ZNF229
LPAR4,NEURL1,HABP4,AC097065.2,RNF113A,AC068888.2
IL20,FGF8,KATNA1,AC087752.4,PTAR1,TEX41
PIPOX,AL137798.1,NPTN,AL121761.1,CD109,BEX2
AL021707.5,NPIPB7,TATDN3,AC004232.1,ANAPC10,BX470102.2
LINC02475,AC010967.1,MLKL,AL353795.2,STX17,BTBD19
MINAR2,LINC02178,NDUFAF7,AC010327.4,CDK7,TRIM39
AC092681.3,AL033523.1,FAM153CP,AC044810.2,TTI1,UCP2
FARP1-AS1,ALOX15,SLC25A14,ESPN,LINC02595,PNISR
AP000944.7,AC092068.3,STAG1,AP000465.1,TENT4B,ZCCHC24
AL138716.1,KLHL10,SLC44A1,AL645933.3,ZC2HC1A,AC092828.1
MAJIN,AC021483.1,GIP,AL591721.1,ETV4,ADAMTSL4-AS1
AC010754.1,CADPS,PIK3R2,AC017002.3,SYVN1,AL021368.2
TUBB8,AP000462.2,NT5E,AL031283.1,MTRF1L,CDK5R1
AC130324.2,AL137779.2,POLR3A,LINC02840,HMGCR,VWDE
AC245140.1,LINC01277,COQ10A,AP000640.2,STX5,H1FX-AS1
AL589787.2,SLC16A12,CAND1,HGFAC,RGS2,PPP5D1
AL353751.1,FAM71F1,TK2,KRTAP3-1,RRP1,AC068338.2
AL591167.1,HSPB9,ITFG1,LINC00634,EPHB4,DCUN1D2
AC145212.1,AC092810.3,TMEM64,IGFN1,MMS22L,PFKFB4
GOLGA8M-1,AC093787.2,MARVELD1,AC136944.1,LSM3,AC023090.1
UGT1A3,SOHLH2,INTS5,AP006545.3,NACC1,AC027097.1
RHD,AC005062.1,SENP1,NCF1,C1orf53,ZDHHC11
Z93930.3,GPR34,PTCD3,AC009754.1,STRADB,CWF19L1
AATBC,AL390066.1,TTC8,AC021660.4,STRN3,CCDC66
LINC01136,SH3TC2,PCMTD1,AC211486.2,RNF169,GNL2
GNAT1,NOX4,SYT17,GPR83,RHOT2,TMED4
CACNA1G-AS1,AC006441.1,SOCS4,Z99716.2,YRDC,ZNF598
AC103923.1,TCL6,DHRS11,AL354956.1,SGTA,AC008014.1
AC073046.4,GHRHR,AC244090.1,AC027228.2,KLHDC4,AC105285.1
AC018682.1,AC027682.2,SLC38A6,AL031600.3,MSTO1,ARFGEF3
CU633906.2,AC015845.2,KMT2B,AC020658.3,NDFIP2,PLA2R1
LINC00626,RAC2,MKRN2,AL359399.1,ARFGAP1,BEND3
AC034193.1,LLPH-DT,ICAM3,CTNNA2,MTFR1L,EVC2
AC026770.1,AC093726.2,USP42,LRCH2,SUPT20H,PGAP3
AC104073.4,AP000944.7,UBQLN4,AC005034.5,SUSD2,AC245452.1
AC025183.1,STPG2,SLC25A17,AL355297.3,ZZEF1,BOC
STEAP1B,AC133540.1,WHAMM,MUC2,KMT5B,PANO1
KCNJ10,LNX1-AS2,TNRC6A,LINC01918,STXBP3,NBPF15
AC116096.1,AL442125.2,AFMID,SOX8,SREBF2,SLC22A5
AL022323.2,LINC02099,PRCP,AC131934.1,NEK9,GSPT2
AL158167.1,AL357556.4,RELA-DT,ROS1,ZNF410,SLC16A5
ODF3L2,AKAP14,MPC1,AC073349.1,EPM2AIP1,SLC19A1
PATL2,CDHR2,TEX10,AC020911.1,KAT8,NSMCE2
LCE1E,ARHGAP29-AS1,BNIP1,AC133644.2,C12orf49,REXO5
ANOS1,AP000769.2,DNAJB9,AC019257.2,MIR503HG,LINC00910
AC034102.5,AP005901.6,ZMPSTE24,DHCR24-DT,QTRT2,FCGBP
VSTM2B,NCKAP1L,OLMALINC,LINC01206,CAAP1,LCA5L
TMIE,LINC01814,DUS4L,AC243654.1,DLEU1,LINC00632
AL132656.3,RSAD2,MOSPD1,AC124798.3,COA7,GLRB
AP006545.2,FARP1-AS1,NUP205,AC020659.1,MON1B,SLC24A1
AP000813.1,AP005120.1,ZEB1,ZNF681,HPS5,ZNF575
ATG9B,AC025259.1,AHR,HBA1,EHD1,CDC73
AC006435.2,MUC19,MXD3,SPINK1,TLE4,POLA2
AC131238.1,DPF3,ZMIZ1,KCTD19,RFX7,TUBB3
CCNI2,USP6,LINC00973,AC104806.2,COPS7B,FAM222B
OVCH1-AS1,ASPA,FASTKD2,LINC01828,RPS6KA4,TAF2
IGFALS,DSG4,RNF6,SCUBE3,LPCAT4,TCIRG1
AC048352.1,RFX8,ZBED1,AL355053.1,URB1,CAMSAP3
APLNR,AC005899.3,AC093323.1,HTR6,KAT5,AC018816.1
PGM5,GPR68,IFT88,AC005082.1,ZNF7,HCG25
ADCY4,AL356108.1,UBXN2B,C10orf82,PRDM2,AC245060.5
AC055714.1,AC108676.1,NADK,AC010623.1,ATF6B,AMER1
AC010776.3,OR4D1,IQCH-AS1,LINC00595,RAB29,AC007566.1
AP001429.1,AL357139.2,USP36,LINC01018,ADD3,AC103703.1
AL117209.1,AC073342.1,WDFY1,AL731568.1,L3HYPDH,DISP1
LINC00370,TNNI3K,HSD17B8,AL354696.1,POLR1C,TTC39A
AC013549.4,CDH5,CYB5R4,AC068385.1,DESI1,CATSPER2
AC112496.1,P4HA3-AS1,CEP164,PXDNL,SLC33A1,VPS72
DIP2A-IT1,AC018557.2,ARHGEF12,SLC7A14-AS1,NEDD1,OGFOD1
SLC1A7,AL031123.2,SNX8,LINC02087,MHENCR,AC130324.3
CCL5,AC006460.1,GPBP1L1,AL121583.1,ATP6V1B2,LRRC73
CCND2,GPC4,CHKA,ADCY2,SIX5,CYP4F12
OTP,AC087289.4,GPN2,LINC01485,BAG4,CYB561D1
AC108860.2,AC091488.1,APMAP,ARHGAP30,DEDD2,GATA6
B4GALNT3,AC012254.3,LINC00667,PLEKHD1,TRMT1L,AC245140.2
AC003092.1,LINC00691,DDX59,MIR663AHG,RAVER1,NMNAT3
KLHL32,MEIS1-AS2,ASAP2,FCER1G,RILPL1,NBPF19
SLC17A8,KRTAP5-8,RLIM,AL136298.1,MOGS,HLX
AC011676.2,C22orf24,OGFRL1,AC103724.4,DDR1,DDIT4L
XIAP-AS1,SULT1C4,CLU,ASH1L-IT1,OGG1,SREBF1
CYP19A1,OR11G2,CLDN2,LINC01597,KLHDC10,RAB27B
LINC02473,AC010884.1,DPH6,SHISAL2A,PUDP,PPP1R18
AC096564.2,LAMP3,RAB29,EGR4,SPART,AVL9
FCER1A,PANTR1,HP1BP3,AL050343.3,RBL1,ZC4H2
FOLR3,AC027228.1,PXMP4,PPIL6,GTF3C4,CDKN1C
AC009097.3,ALPI,C6orf120,AC142472.1,AP1S3,FGGY
ACVR2B-AS1,AL392046.1,NKX2-5,ZGLP1,KCTD1,EMP1
AC007608.1,AL354710.2,PICALM,FP565260.1,TM4SF20,NBPF14
AC098829.1,CRISP3,CABIN1,PAQR8,TMEM120B,SYNJ1
AP000919.2,AC105760.1,UPF1,GALNT12,OGDH,SOX13
AC103746.1,AL135924.2,IFT46,GBP2,DNM2,FBLN5
AC007666.1,GPR52,XXYLT1,WDR76,KLHL23,AC113410.4
LINC01553,LINC01224,DICER1,AC124016.2,POLE,PAX6
USP12-AS2,ZNF426-DT,ENC1,ZNF8,ERMP1,C19orf44
AC117395.1,AL592424.1,NORAD,MFAP3L,CCNDBP1,WNT4
ABCB4,FAM71E2,POP1,PARP6,MGRN1,APBB3
AC008629.1,FBP2,NUDT18,GPR135,NELFA,ASMTL
MAPT-IT1,EMILIN3,NUP35,SYNJ1,ACOX1,PTPN13
ADAMTS18,ARMC4,RILP,AL359095.1,SHB,DMTN
AC007622.2,SULT2A1,GALNT14,GAS2,CSPP1,BECN1
AC093206.1,AC011479.2,TTC19,AL359198.1,CTDSP2,SFXN4
ZC3H12B,LSINCT5,NCKAP5,LINC01978,SCNM1,HOXD-AS2
AC105094.2,AL138731.1,FBRS,HSF4,MAPKAPK2,TRPM6
LCNL1,AC005609.5,SUPV3L1,REC8,CCZ1,RGS11
SPATA25,AC034187.1,LCOR,CAHM,MBP,CRACR2B
LINC02241,AC239860.4,MSMO1,EOMES,RNF11,AC244102.4
M1AP,CKMT2,ODF2L,PCDHGA7,FZD8,IFITM10
ORM2,OOEP,HSD17B7,UBE2Q2L,CD99L2,HHIPL2
RMST,AL390067.1,GPRC5C,SPIB,RPS4Y1,ITFG2-AS1
AC018521.7,LINC00628,NR0B1,AC090192.2,PCOLCE2,AC017033.1
SFTPD-AS1,AL391839.3,GCC2,PKIA,SEMA4B,KCTD21-AS1
AC010789.2,C10orf25,MAP7D2,PALM,CERCAM,RNF144A
ESPNL,AC016405.2,OBI1,SLC35E4,GBE1,SNHG29
AC026202.3,AL445465.2,PRKACB,HOXC11,CDK10,HIST1H2BJ
AC068726.1,PCDHGA11,PMEPA1,FAN1,SPRYD4,PRPS2
TRIM17,TEX43,ATF2,ZMYND10,ARSD,PRICKLE3
